token_uid,category_code,category_name,index,regkey_raw,title,definition,examples,wire_token,definition_id,wire_token_uniqueness,category+index_uniqueness
SIGSQTY00A,QTY,Quantity / Amount,00A,SP:QTY:00A,Minimum Threshold — intent involving a lower limit of acc...,Minimum Threshold — intent involving a lower limit of acceptable quantity.,floor|baseline|minimum,qty00a,510,TRUE,TRUE
SIGSQTY00B,QTY,Quantity / Amount,00B,SP:QTY:00B,Balanced Quantity — intent focused on equilibrium in quan...,Balanced Quantity — intent focused on equilibrium in quantity.,just right|sufficient|adequate,qty00b,511,TRUE,TRUE
SIGSQTY00C,QTY,Quantity / Amount,00C,SP:QTY:00C,Unmeasurable — intent concerning quantities beyond standa...,Unmeasurable — intent concerning quantities beyond standard measurement.,countless|infinite|immeasurable,qty00c,512,TRUE,TRUE
SIGSQTY00D,QTY,Quantity / Amount,00D,SP:QTY:00D,,Zero or None — intent involving total absence of quantity.,empty|none|void,qty00d,513,TRUE,TRUE
SIGSQTY00E,QTY,Quantity / Amount,00E,SP:QTY:00E,Comparative More — intent expressing increase relative to...,Comparative More — intent expressing increase relative to something else.,more than|greater|surplus,qty00e,514,TRUE,TRUE
SIGSQTY00F,QTY,Quantity / Amount,00F,SP:QTY:00F,Comparative Less — intent expressing decrease relative to...,Comparative Less — intent expressing decrease relative to something else.,less than|fewer|deficient,qty00f,515,TRUE,TRUE
SIGSQTY00G,QTY,Quantity / Amount,00G,SP:QTY:00G,Distributed Amount — intent of spreading or allocating qu...,Distributed Amount — intent of spreading or allocating quantity.,share|allocate|distribute,qty00g,516,TRUE,TRUE
SIGSQTY00H,QTY,Quantity / Amount,00H,SP:QTY:00H,Concentrated Amount — intent involving clustering or gath...,Concentrated Amount — intent involving clustering or gathering quantity in one area.,cluster|focus|bundle,qty00h,517,TRUE,TRUE
SIGSQTY00I,QTY,Quantity / Amount,00I,SP:QTY:00I,Potential Quantity — intent involving expandable or laten...,Potential Quantity — intent involving expandable or latent quantity.,could be more|expandable|scalable,qty00i,518,TRUE,TRUE
SIGSQTY00J,QTY,Quantity / Amount,00J,SP:QTY:00J,Diminishing Returns — intent involving quantity yielding ...,Diminishing Returns — intent involving quantity yielding less value over time.,less effect|weaker outcome|exhaustion,qty00j,519,TRUE,TRUE
SIGSQTY00K,QTY,Quantity / Amount,00K,SP:QTY:00K,Overflow — intent describing quantity that exceeds contai...,Overflow — intent describing quantity that exceeds container or boundary.,spill over|bursting|exceed,qty00k,520,TRUE,TRUE
SIGSQTY00L,QTY,Quantity / Amount,00L,SP:QTY:00L,,Fractional Amount — intent involving part of a whole.,half|partial|segment,qty00l,521,TRUE,TRUE
SIGSQTY00M,QTY,Quantity / Amount,00M,SP:QTY:00M,,Symbolic Measure — intent using quantity metaphorically.,token|trace|hint,qty00m,522,TRUE,TRUE
SIGSQTY00N,QTY,Quantity / Amount,00N,SP:QTY:00N,Invisible Quantity — intent involving unseen or subtle am...,Invisible Quantity — intent involving unseen or subtle amounts.,latent|hidden|subtle,qty00n,523,TRUE,TRUE
SIGSQTY00O,QTY,Quantity / Amount,00O,SP:QTY:00O,Exchange of Quantity — intent describing transformation o...,Exchange of Quantity — intent describing transformation of quantity through trade.,trade|barter|convert,qty00o,524,TRUE,TRUE
SIGSQTY00P,QTY,Quantity / Amount,00P,SP:QTY:00P,Random Quantity — intent involving unpredictably varying ...,Random Quantity — intent involving unpredictably varying amount.,random|mixed|scatter,qty00p,525,TRUE,TRUE
SIGSQTY00Q,QTY,Quantity / Amount,00Q,SP:QTY:00Q,Time-based Quantity — intent involving amounts measured o...,Time-based Quantity — intent involving amounts measured over time.,interval|rate|pace,qty00q,526,TRUE,TRUE
SIGSQTY00R,QTY,Quantity / Amount,00R,SP:QTY:00R,Conditional Quantity — intent involving potential quantit...,Conditional Quantity — intent involving potential quantity based on conditions.,if needed|provisional|contingent,qty00r,527,TRUE,TRUE
SIGSQTY00S,QTY,Quantity / Amount,00S,SP:QTY:00S,,Variable Quantity — intent where amount shifts dynamically.,varying|dynamic|unstable,qty00s,528,TRUE,TRUE
SIGSQTY00T,QTY,Quantity / Amount,00T,SP:QTY:00T,,Accumulated Total — intent involving full sum over time.,sum|total|tally,qty00t,529,TRUE,TRUE
SIGSQTY00U,QTY,Quantity / Amount,00U,SP:QTY:00U,,Symbolic None — intent involving conceptual void or absence.,null|zero point|void state,qty00u,530,TRUE,TRUE
SIGSQTY00V,QTY,Quantity / Amount,00V,SP:QTY:00V,Overflowing Abundance — intent involving quantity that ex...,Overflowing Abundance — intent involving quantity that exceeds all boundaries or expectations.,teeming|brimming|overfull,qty00v,531,TRUE,TRUE
SIGSQTY00W,QTY,Quantity / Amount,00W,SP:QTY:00W,Measured Portion — intent involving a clearly defined or ...,Measured Portion — intent involving a clearly defined or divided segment of a whole.,slice|portion|serving,qty00w,532,TRUE,TRUE
SIGSQTY00X,QTY,Quantity / Amount,00X,SP:QTY:00X,Artificial Limitation — intent involving imposed constrai...,Artificial Limitation — intent involving imposed constraint on quantity.,capped|restricted|rationed,qty00x,533,TRUE,TRUE
SIGSQTY00Y,QTY,Quantity / Amount,00Y,SP:QTY:00Y,Gradual Accumulation — intent involving steady build-up o...,Gradual Accumulation — intent involving steady build-up of quantity over time.,gather|compile|collect,qty00y,534,TRUE,TRUE
SIGSQTY00Z,QTY,Quantity / Amount,00Z,SP:QTY:00Z,Erratic Distribution — intent involving irregular spread ...,Erratic Distribution — intent involving irregular spread or frequency of amounts.,scatter|uneven|patchy,qty00z,535,TRUE,TRUE
SIGSQTY010,QTY,Quantity / Amount,010,SP:QTY:010,Overflow into Chaos — intent involving excess quantity ca...,Overflow into Chaos — intent involving excess quantity causing disorder or instability.,avalanche|deluge|overrun,qty010,536,TRUE,TRUE
SIGSQTY011,QTY,Quantity / Amount,011,SP:QTY:011,Survival-Level Amount — intent involving bare minimum qua...,Survival-Level Amount — intent involving bare minimum quantity needed to persist.,minimum viable|bare bones|just enough,qty011,537,TRUE,TRUE
SIGSQTY012,QTY,Quantity / Amount,012,SP:QTY:012,Quantified Certainty — intent involving confirmed or evid...,Quantified Certainty — intent involving confirmed or evidenced amounts.,verified|measured|certified,qty012,538,TRUE,TRUE
SIGSQTY013,QTY,Quantity / Amount,013,SP:QTY:013,Obscured Quantity — intent involving amounts that are hid...,"Obscured Quantity — intent involving amounts that are hidden, misrepresented, or unknown.",concealed|unrevealed|masked,qty013,539,TRUE,TRUE
SIGSQTY014,QTY,Quantity / Amount,014,SP:QTY:014,Compound Amount — intent involving sum of multiple source...,Compound Amount — intent involving sum of multiple sources or layers of quantity.,aggregated|bundled|composite,qty014,540,TRUE,TRUE
SIGSQTY015,QTY,Quantity / Amount,015,SP:QTY:015,Implied Quantity — intent involving quantity assumed but ...,Implied Quantity — intent involving quantity assumed but not explicitly stated.,apparent|suggested|understood,qty015,541,TRUE,TRUE
SIGSQTY016,QTY,Quantity / Amount,016,SP:QTY:016,Emptied State — intent involving complete removal or drai...,Emptied State — intent involving complete removal or draining of quantity.,depleted|drained|vacated,qty016,542,TRUE,TRUE
SIGSQTY017,QTY,Quantity / Amount,017,SP:QTY:017,Progressive Scaling — intent involving quantity expanding...,Progressive Scaling — intent involving quantity expanding in stages or levels.,tiered|leveled|gradual,qty017,543,TRUE,TRUE
SIGSQTY018,QTY,Quantity / Amount,018,SP:QTY:018,Unstable Capacity — intent involving fluctuating limits o...,Unstable Capacity — intent involving fluctuating limits on how much can be held.,fragile|volatile|shifting,qty018,544,TRUE,TRUE
SIGSQTY019,QTY,Quantity / Amount,019,SP:QTY:019,"Redundant Quantity — intent involving more than needed, o...","Redundant Quantity — intent involving more than needed, often pointlessly.",extra|unnecessary|excess,qty019,545,TRUE,TRUE
SIGSQTY01A,QTY,Quantity / Amount,01A,SP:QTY:01A,Subtracted Value — intent involving removal of a part fro...,Subtracted Value — intent involving removal of a part from the whole.,take away|deduct|subtract,qty01a,546,TRUE,TRUE
SIGSQTY01B,QTY,Quantity / Amount,01B,SP:QTY:01B,Symbolic Abundance — intent using quantity to express ric...,Symbolic Abundance — intent using quantity to express richness or symbolic fullness.,cornucopia|plenty|overflowing,qty01b,547,TRUE,TRUE
SIGSQTY01C,QTY,Quantity / Amount,01C,SP:QTY:01C,Unclaimed Quantity — intent involving quantity available ...,Unclaimed Quantity — intent involving quantity available but unused or orphaned.,surplus|leftover|abandoned,qty01c,548,TRUE,TRUE
SIGSQTY01D,QTY,Quantity / Amount,01D,SP:QTY:01D,Default Quantity — intent involving pre-assigned or assum...,Default Quantity — intent involving pre-assigned or assumed amounts.,preset|baseline|given,qty01d,549,TRUE,TRUE
SIGSQTY01E,QTY,Quantity / Amount,01E,SP:QTY:01E,Symbolic Fullness — intent involving abstract or emotiona...,Symbolic Fullness — intent involving abstract or emotional fullness rather than measurable.,fulfilled|whole|saturated,qty01e,550,TRUE,TRUE
SIGSQTY01F,QTY,Quantity / Amount,01F,SP:QTY:01F,Exhausted Quantity — intent involving the final depletion...,Exhausted Quantity — intent involving the final depletion of available amount.,spent|used up|gone,qty01f,551,TRUE,TRUE
SIGSQTY01G,QTY,Quantity / Amount,01G,SP:QTY:01G,Overflow as Danger — intent where excessive quantity sign...,Overflow as Danger — intent where excessive quantity signals threat or instability.,overload|tipping point|danger zone,qty01g,552,TRUE,TRUE
SIGSQTY01H,QTY,Quantity / Amount,01H,SP:QTY:01H,Isolated Measure — intent involving quantity recognized a...,Isolated Measure — intent involving quantity recognized apart from any total or context.,individual|standalone|unit,qty01h,553,TRUE,TRUE
SIGSQTY01I,QTY,Quantity / Amount,01I,SP:QTY:01I,Symbolic Scarcity — intent involving conceptual or emotio...,Symbolic Scarcity — intent involving conceptual or emotional lack.,emptiness|deficiency|yearning,qty01i,554,TRUE,TRUE
SIGSQTY01J,QTY,Quantity / Amount,01J,SP:QTY:01J,Mythic Quantity — intent involving quantities that defy r...,Mythic Quantity — intent involving quantities that defy reality or logic.,endless|bottomless|limitless,qty01j,555,TRUE,TRUE
SIGSQTY01K,QTY,Quantity / Amount,01K,SP:QTY:01K,Randomized Output — intent involving unpredictable quanti...,Randomized Output — intent involving unpredictable quantity result.,roll|draw|generate,qty01k,556,TRUE,TRUE
SIGSQTY01L,QTY,Quantity / Amount,01L,SP:QTY:01L,Rate of Change — intent involving how fast or slow quanti...,Rate of Change — intent involving how fast or slow quantity is changing.,rate|tempo|pace,qty01l,557,TRUE,TRUE
SIGSQTY01M,QTY,Quantity / Amount,01M,SP:QTY:01M,,Invisible Surplus — intent involving unacknowledged excess.,hidden wealth|covert abundance|latent excess,qty01m,558,TRUE,TRUE
SIGSQTY01N,QTY,Quantity / Amount,01N,SP:QTY:01N,Shared Resource — intent involving a quantity meant for c...,Shared Resource — intent involving a quantity meant for collective use.,pool|commons|collective,qty01n,559,TRUE,TRUE
SIGSQTY01O,QTY,Quantity / Amount,01O,SP:QTY:01O,Symbolic Maximum — intent involving the idea of ultimate ...,Symbolic Maximum — intent involving the idea of ultimate or supreme quantity.,peak|limit|totality,qty01o,560,TRUE,TRUE
SIGSQTY01P,QTY,Quantity / Amount,01P,SP:QTY:01P,Invisible Deficit — intent involving unseen or unspoken l...,Invisible Deficit — intent involving unseen or unspoken lack.,gap|shortfall|void,qty01p,561,TRUE,TRUE
SIGSQTY01Q,QTY,Quantity / Amount,01Q,SP:QTY:01Q,Estimated Range — intent involving upper and lower quanti...,Estimated Range — intent involving upper and lower quantity bounds.,range|spread|band,qty01q,562,TRUE,TRUE
SIGSQTY01R,QTY,Quantity / Amount,01R,SP:QTY:01R,Precarious Surplus — intent involving unstable or risky a...,Precarious Surplus — intent involving unstable or risky abundance.,fragile gain|tentative surplus|on the edge,qty01r,563,TRUE,TRUE
SIGSQTY01S,QTY,Quantity / Amount,01S,SP:QTY:01S,Hidden Units — intent involving discrete but unnoticed am...,Hidden Units — intent involving discrete but unnoticed amounts.,increments|bits|unseen parts,qty01s,564,TRUE,TRUE
SIGSQTY01T,QTY,Quantity / Amount,01T,SP:QTY:01T,Implied Deficiency — intent involving assumed lack that s...,Implied Deficiency — intent involving assumed lack that shapes decisions.,assumed scarcity|anticipated need|expected shortfall,qty01t,565,TRUE,TRUE
SIGSQTY01U,QTY,Quantity / Amount,01U,SP:QTY:01U,Perceived Sufficiency — intent involving the *sense* of h...,"Perceived Sufficiency — intent involving the *sense* of having enough, regardless of facts.",felt full|good enough|satisfied,qty01u,566,TRUE,TRUE
SIGSQTY01V,QTY,Quantity / Amount,01V,SP:QTY:01V,Invisible Overflow — intent involving unseen or unnoticed...,Invisible Overflow — intent involving unseen or unnoticed abundance.,undercurrent|excess beneath|background surplus,qty01v,567,TRUE,TRUE
SIGSQTY01W,QTY,Quantity / Amount,01W,SP:QTY:01W,Multiplicative Growth — intent involving exponential incr...,Multiplicative Growth — intent involving exponential increase in quantity.,compound|multiply|double,qty01w,568,TRUE,TRUE
SIGSQTY01X,QTY,Quantity / Amount,01X,SP:QTY:01X,Halting Accumulation — intent involving an intentional pa...,Halting Accumulation — intent involving an intentional pause in growth.,plateau|pause|stall,qty01x,569,TRUE,TRUE
SIGSQTY01Y,QTY,Quantity / Amount,01Y,SP:QTY:01Y,Concealed Depletion — intent involving hidden loss of qua...,Concealed Depletion — intent involving hidden loss of quantity.,leak|fade|unnoticed drain,qty01y,570,TRUE,TRUE
SIGSQTY01Z,QTY,Quantity / Amount,01Z,SP:QTY:01Z,Perpetual Expansion — intent involving unending or self-r...,Perpetual Expansion — intent involving unending or self-renewing growth.,ever-growing|renewing|cyclical,qty01z,571,TRUE,TRUE
SIGSQTY020,QTY,Quantity / Amount,020,SP:QTY:020,Restricted Allocation — intent involving controlled distr...,Restricted Allocation — intent involving controlled distribution of quantity.,ration|limit|filter,qty020,572,TRUE,TRUE
SIGSQTY021,QTY,Quantity / Amount,021,SP:QTY:021,Invisible Reservoir — intent involving stored quantity no...,Invisible Reservoir — intent involving stored quantity not yet in use.,backlog|reserve|cache,qty021,573,TRUE,TRUE
SIGSQTY022,QTY,Quantity / Amount,022,SP:QTY:022,Reflected Quantity — intent where one quantity mirrors or...,Reflected Quantity — intent where one quantity mirrors or influences another.,shadow|mirror|proxy,qty022,574,TRUE,TRUE
SIGSQTY023,QTY,Quantity / Amount,023,SP:QTY:023,Compressed Quantity — intent involving dense or tightly p...,Compressed Quantity — intent involving dense or tightly packed amounts.,condensed|packed|compacted,qty023,575,TRUE,TRUE
SIGSQTY024,QTY,Quantity / Amount,024,SP:QTY:024,Latent Potential — intent involving quantities not yet re...,Latent Potential — intent involving quantities not yet realized.,dormant|held back|unexpressed,qty024,576,TRUE,TRUE
SIGSQTY025,QTY,Quantity / Amount,025,SP:QTY:025,Fleeting Surplus — intent involving temporary or vanishin...,Fleeting Surplus — intent involving temporary or vanishing excess.,momentary|short-lived|passing,qty025,577,TRUE,TRUE
SIGSQTY026,QTY,Quantity / Amount,026,SP:QTY:026,Symbolic Overflow — intent where excess holds metaphorica...,Symbolic Overflow — intent where excess holds metaphorical meaning.,overflowing heart|emotional flood|bursting with joy,qty026,578,TRUE,TRUE
SIGSQTY027,QTY,Quantity / Amount,027,SP:QTY:027,Quantified Identity — intent involving identity or role d...,Quantified Identity — intent involving identity or role defined by amount.,breadwinner|majority|bulk,qty027,579,TRUE,TRUE
SIGSQTY028,QTY,Quantity / Amount,028,SP:QTY:028,Final Measure — intent involving the last or closing quan...,Final Measure — intent involving the last or closing quantity.,last count|final sum|ultimate total,qty028,580,TRUE,TRUE
SIGSMOT02T,MOT,Motion / Movement,02T,SP:MOT:02T,open,Make a resource visible or active for interaction.,open the file; open settings,mot02t,581,TRUE,TRUE
SIGSMOT02U,MOT,Motion / Movement,02U,SP:MOT:02U,close,"Hide or deactivate a resource, ending interaction.",close the tab; close window,mot02u,582,TRUE,TRUE
SIGSMOT02V,MOT,Motion / Movement,02V,SP:MOT:02V,create,Instantiate a new object or record.,create a folder; create new note,mot02v,583,TRUE,TRUE
SIGSMOT02W,MOT,Motion / Movement,02W,SP:MOT:02W,delete,Remove an object or record so it no longer exists.,delete the row; delete draft,mot02w,584,TRUE,TRUE
SIGSMOT02X,MOT,Motion / Movement,02X,SP:MOT:02X,save,Persist current state to storage.,save changes; save as draft,mot02x,585,TRUE,TRUE
SIGSMOT02Y,MOT,Motion / Movement,02Y,SP:MOT:02Y,edit,Modify the properties or content of an object.,edit title; edit description,mot02y,586,TRUE,TRUE
SIGSMOT02Z,MOT,Motion / Movement,02Z,SP:MOT:02Z,rename,Change an object's identifier or label.,rename file to report_v2,mot02z,587,TRUE,TRUE
SIGSMOT030,MOT,Motion / Movement,030,SP:MOT:030,move,Change an object's location or ordering.,move to folder A; move row up,mot030,588,TRUE,TRUE
SIGSMOT031,MOT,Motion / Movement,031,SP:MOT:031,copy,Duplicate an object to a new location.,copy the range; copy project,mot031,589,TRUE,TRUE
SIGSMOT032,MOT,Motion / Movement,032,SP:MOT:032,paste,Insert clipboard contents at the target location.,paste values; paste at cursor,mot032,590,TRUE,TRUE
SIGSTIM02T,TIM,Time / Sequence,02T,SP:TIM:02T,now,Constrain to the present moment or immediate execution.,run now; filter to now,tim02t,591,TRUE,TRUE
SIGSTIM02U,TIM,Time / Sequence,02U,SP:TIM:02U,today,Constrain to the current calendar day.,due today; show today only,tim02u,592,TRUE,TRUE
SIGSTIM02V,TIM,Time / Sequence,02V,SP:TIM:02V,tomorrow,Constrain to the next calendar day.,remind me tomorrow,tim02v,593,TRUE,TRUE
SIGSTIM02W,TIM,Time / Sequence,02W,SP:TIM:02W,before,Times strictly earlier than a reference point.,before 2025-09-01; before noon,tim02w,594,TRUE,TRUE
SIGSTIM02X,TIM,Time / Sequence,02X,SP:TIM:02X,after,Times strictly later than a reference point.,after yesterday; after 14:00,tim02x,595,TRUE,TRUE
SIGSTIM02Y,TIM,Time / Sequence,02Y,SP:TIM:02Y,between,Closed interval between two times.,between 09:00 and 17:00,tim02y,596,TRUE,TRUE
SIGSTIM02Z,TIM,Time / Sequence,02Z,SP:TIM:02Z,until,Times up to and including a limit.,until Friday; collect until 30m,tim02z,597,TRUE,TRUE
SIGSTIM030,TIM,Time / Sequence,030,SP:TIM:030,during,Within a named span or event window.,during business hours; during Q3,tim030,598,TRUE,TRUE
SIGSTIM031,TIM,Time / Sequence,031,SP:TIM:031,recurring,Indicates the time repeats on a schedule.,recurring weekly; recurring daily,tim031,599,TRUE,TRUE
SIGSTIM032,TIM,Time / Sequence,032,SP:TIM:032,deadline,Specifies a completion time limit.,deadline next week; deadline 2025-08-31,tim032,600,TRUE,TRUE
SIGSQTY029,QTY,Quantity / Amount,029,SP:QTY:029,exactly,Specify an exact numeric or categorical match.,"exactly 10; exactly ""done""",qty029,601,TRUE,TRUE
SIGSQTY02A,QTY,Quantity / Amount,02A,SP:QTY:02A,approximately,Specify an inexact or close value.,approximately 30; about three hours,qty02a,602,TRUE,TRUE
SIGSQTY02B,QTY,Quantity / Amount,02B,SP:QTY:02B,at_least,Lower bound inclusive.,at least 5; min 10%,qty02b,603,TRUE,TRUE
SIGSQTY02C,QTY,Quantity / Amount,02C,SP:QTY:02C,at_most,Upper bound inclusive.,at most 20; max 2 attempts,qty02c,604,TRUE,TRUE
SIGSQTY02D,QTY,Quantity / Amount,02D,SP:QTY:02D,greater_than,Strictly larger than a reference value.,greater than 50; > 100 MB,qty02d,605,TRUE,TRUE
SIGSQTY02E,QTY,Quantity / Amount,02E,SP:QTY:02E,less_than,Strictly smaller than a reference value.,less than 5; < 2 GB,qty02e,606,TRUE,TRUE
SIGSQTY02F,QTY,Quantity / Amount,02F,SP:QTY:02F,equal,Equality comparison to a reference value.,"equal to 7; = ""active""",qty02f,607,TRUE,TRUE
SIGSQTY02G,QTY,Quantity / Amount,02G,SP:QTY:02G,between_values,Closed interval with two numeric bounds.,between 10 and 20; 10–20 inclusive,qty02g,608,TRUE,TRUE
SIGSQTY02H,QTY,Quantity / Amount,02H,SP:QTY:02H,top_n,Select the highest-ranked N items.,top 10 rows; top 3 scores,qty02h,609,TRUE,TRUE
SIGSQTY02I,QTY,Quantity / Amount,02I,SP:QTY:02I,percent,Express a proportion out of 100.,15% increase; reduce by 20%,qty02i,610,TRUE,TRUE
SIGSLOC001,LOC,Spatial / constraint,001,SP:LOC:001,,Select items within the default proximity of the active reference point.,near me|nearby|close by,loc001,611,TRUE,TRUE
SIGSLOC002,LOC,Spatial / constraint,002,SP:LOC:002,,Constrain to items within N kilometers of the reference point (expects numeric scalar).,within 5 km|radius 2 km|within 10 km,loc002,612,TRUE,TRUE
SIGSLOC003,LOC,Spatial / constraint,003,SP:LOC:003,,Select items strictly contained by the named region or collection.,inside region|within folder|contained in,loc003,613,TRUE,TRUE
SIGSLOC004,LOC,Spatial / constraint,004,SP:LOC:004,,Select items whose spatial extent intersects the region.,overlaps area|intersects region|crosses,loc004,614,TRUE,TRUE
SIGSLOC005,LOC,Spatial / constraint,005,SP:LOC:005,,Select items located at a named place or geocoded label.,at office|at home|at HQ,loc005,615,TRUE,TRUE
SIGSLOC006,LOC,Spatial / constraint,006,SP:LOC:006,,Constrain to items under the specified folder path or id.,in /reports/2025|in folder Docs|under /projects,loc006,616,TRUE,TRUE
SIGSLOC007,LOC,Spatial / constraint,007,SP:LOC:007,,Restrict scope to local device storage.,on this device|local only|device storage,loc007,617,TRUE,TRUE
SIGSLOC008,LOC,Spatial / constraint,008,SP:LOC:008,,Restrict scope to cloud-backed storage.,in cloud|cloud only|remote storage,loc008,618,TRUE,TRUE
SIGSLOC009,LOC,Spatial / constraint,009,SP:LOC:009,,"Limit to latitude/longitude bounding box (minLon,minLat,maxLon,maxLat).",bbox lat/lon|map box|bounding box,loc009,619,TRUE,TRUE
SIGSLOC00A,LOC,Spatial / constraint,00A,SP:LOC:00A,,Select items co-located with the referenced item.,same as file A|colocated|same folder,loc00a,620,TRUE,TRUE
SIGSLOC00B,LOC,Spatial / constraint,00B,SP:LOC:00B,,Select items that intersect the given path/polyline.,intersects route|crosses path|along path,loc00b,621,TRUE,TRUE
SIGSLOC00C,LOC,Spatial / constraint,00C,SP:LOC:00C,,Select items in folders adjacent to the given folder.,near folder X|adjacent folder|sibling folder,loc00c,622,TRUE,TRUE
SIGSLOC00D,LOC,Spatial / constraint,00D,SP:LOC:00D,,Constrain to items within N miles of the reference point (expects numeric scalar).,within 3 miles|radius 1 mile|within 10 miles,loc00d,623,TRUE,TRUE
SIGSLOC00E,LOC,Spatial / constraint,00E,SP:LOC:00E,,Exclude items contained by the named region.,outside region|not in area|exclude zone,loc00e,624,TRUE,TRUE
SIGSLOC00F,LOC,Spatial / constraint,00F,SP:LOC:00F,,Select items whose boundaries touch the region boundary.,touching boundary|adjacent to|meets border,loc00f,625,TRUE,TRUE
SIGSSRT001,SRT,Sort / order,001,SP:SRT:001,,Order by timestamp (created/updated; implementation-defined default).,sort by date|order by date|newest first,srt001,626,TRUE,TRUE
SIGSSRT002,SRT,Sort / order,002,SP:SRT:002,,Order lexicographically by name/title.,sort by name|order by name|Aâ†’Z,srt002,627,TRUE,TRUE
SIGSSRT003,SRT,Sort / order,003,SP:SRT:003,,Order by item size.,sort by size|largest first|smallest first,srt003,628,TRUE,TRUE
SIGSSRT004,SRT,Sort / order,004,SP:SRT:004,,Order by a priority field when present.,sort by priority|high to low|low to high,srt004,629,TRUE,TRUE
SIGSSRT005,SRT,Sort / order,005,SP:SRT:005,,Set ascending order for the active sort key.,ascending|Aâ†’Z|lowest first,srt005,630,TRUE,TRUE
SIGSSRT006,SRT,Sort / order,006,SP:SRT:006,,Set descending order for the active sort key.,descending|Zâ†’A|highest first,srt006,631,TRUE,TRUE
SIGSSRT007,SRT,Sort / order,007,SP:SRT:007,,Use human-friendly natural sort (numbers collate).,natural order|human sort|collated,srt007,632,TRUE,TRUE
SIGSSRT008,SRT,Sort / order,008,SP:SRT:008,,Randomize order of items.,random|shuffle|mixed,srt008,633,TRUE,TRUE
SIGSSRT009,SRT,Sort / order,009,SP:SRT:009,,Add a stable secondary sort key to break ties.,then by|secondary key|tie-breaker,srt009,634,TRUE,TRUE
SIGSSRT00A,SRT,Sort / order,00A,SP:SRT:00A,,Require sort stability across equal keys.,stable sort|preserve order|stable,srt00a,635,TRUE,TRUE
SIGSSRT00B,SRT,Sort / order,00B,SP:SRT:00B,,Place null/empty values before non-null values.,nulls first|blanks first|empty first,srt00b,636,TRUE,TRUE
SIGSSRT00C,SRT,Sort / order,00C,SP:SRT:00C,,Place null/empty values after non-null values.,nulls last|blanks last|empty last,srt00c,637,TRUE,TRUE
SIGSSRT00D,SRT,Sort / order,00D,SP:SRT:00D,,Apply locale-aware collation rules.,locale order|localized sort|language aware,srt00d,638,TRUE,TRUE
SIGSSRT00E,SRT,Sort / order,00E,SP:SRT:00E,,Invert the current ordering direction.,reverse|flip order|invert,srt00e,639,TRUE,TRUE
SIGSSRT00F,SRT,Sort / order,00F,SP:SRT:00F,,Randomize order with a reproducible seed.,seeded shuffle|shuffle with seed|deterministic shuffle,srt00f,640,TRUE,TRUE
SIGSFIL001,FIL,Filter / predicate,001,SP:FIL:001,,Keep rows where the active field contains the substring.,contains 'report'|includes 'Q2'|has 'draft',fil001,641,TRUE,TRUE
SIGSFIL002,FIL,Filter / predicate,002,SP:FIL:002,,Keep rows where the active field has the prefix.,starts with 'pro'|prefix 'img_'|begins '2025',fil002,642,TRUE,TRUE
SIGSFIL003,FIL,Filter / predicate,003,SP:FIL:003,,Keep rows where the active field has the suffix.,ends with '.csv'|suffix '_final'|ends 'v2',fil003,643,TRUE,TRUE
SIGSFIL004,FIL,Filter / predicate,004,SP:FIL:004,,Keep rows matching the regular expression.,regex '^re'|matches '.*test.*'|pattern,fil004,644,TRUE,TRUE
SIGSFIL005,FIL,Filter / predicate,005,SP:FIL:005,,Keep rows where the field equals the value (case-sensitive).,equals 'foo'|exact match|case-sensitive,fil005,645,TRUE,TRUE
SIGSFIL006,FIL,Filter / predicate,006,SP:FIL:006,,Keep rows where the field equals the value (case-insensitive).,equals 'foo' (icase)|case-insensitive|icase match,fil006,646,TRUE,TRUE
SIGSFIL007,FIL,Filter / predicate,007,SP:FIL:007,,Keep rows where the field is null/empty.,is empty|blank|null,fil007,647,TRUE,TRUE
SIGSFIL008,FIL,Filter / predicate,008,SP:FIL:008,,Keep rows where the field is non-empty.,not empty|non-blank|present,fil008,648,TRUE,TRUE
SIGSFIL009,FIL,Filter / predicate,009,SP:FIL:009,,Keep rows where the field value is in the given set.,"in {a,b,c}|member of list|whitelist",fil009,649,TRUE,TRUE
SIGSFIL00A,FIL,Filter / predicate,00A,SP:FIL:00A,,Drop rows where the field value is in the given set.,"not in {a,b,c}|exclude list|blacklist",fil00a,650,TRUE,TRUE
SIGSFIL00B,FIL,Filter / predicate,00B,SP:FIL:00B,,Keep rows where the numeric field is greater than N.,> 10|>= 11|greater than 10,fil00b,651,TRUE,TRUE
SIGSFIL00C,FIL,Filter / predicate,00C,SP:FIL:00C,,Keep rows where the numeric field is less than N.,< 10|<= 9|less than 10,fil00c,652,TRUE,TRUE
SIGSFIL00D,FIL,Filter / predicate,00D,SP:FIL:00D,,Keep rows where the numeric field is between A and B inclusive.,between 1 and 10|1â€“10 inclusive|range 1-10,fil00d,653,TRUE,TRUE
SIGSFIL00E,FIL,Filter / predicate,00E,SP:FIL:00E,,Keep rows where the date/datetime lies between start and end.,date 2025-01-01..2025-12-31|within 2025|in range,fil00e,654,TRUE,TRUE
SIGSFIL00F,FIL,Filter / predicate,00F,SP:FIL:00F,,"Keep rows where normalized form equals the value (e.g., diacritics folded).",equals normalized|folded match|normalized equal,fil00f,655,TRUE,TRUE
